-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
void gemmcn_skinny_kernel<float, 2, 4>(int, int, int...         0.00%       0.000us         0.00%       0.000us       0.000us      12.637ms         0.01%      12.637ms      39.489us           320  
void trmm_right_kernel_core<int, float, 512, 5, 128,...         0.00%       0.000us         0.00%       0.000us       0.000us      11.865ms         0.00%      11.865ms      21.187us           560  
void trmm_right_kernel_core<int, float, 512, 5, 128,...         0.00%       0.000us         0.00%       0.000us       0.000us      11.860ms         0.00%      11.860ms      21.178us           560  
                                 ampere_sgemm_128x32_nt         0.00%       0.000us         0.00%       0.000us       0.000us      11.528ms         0.00%      11.528ms      24.017us           480  
void trmm_right_kernel_core<int, float, 512, 5, 128,...         0.00%       0.000us         0.00%       0.000us       0.000us      11.348ms         0.00%      11.348ms      20.264us           560  
                                        Memset (Device)         0.00%       0.000us         0.00%       0.000us       0.000us       9.463ms         0.00%       9.463ms       1.124us          8416  
                                   svd_v5/chol_qr/scale         0.00%       0.000us         0.00%       0.000us       0.000us       9.145ms         0.00%       9.145ms       6.351us          1440  
                                 ampere_sgemm_128x64_tn         0.00%       0.000us         0.00%       0.000us       0.000us       9.086ms         0.00%       9.086ms      37.860us           240  
void pytorch_flash::flash_fwd_splitkv_combine_kernel...         0.00%       0.000us         0.00%       0.000us       0.000us       9.017ms         0.00%       9.017ms       5.032us          1792  
                                   svd_v5/chol_qr/scale         0.01%      26.669ms         0.03%      72.369ms      50.256us       0.000us         0.00%       7.927ms       5.505us          1440  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       6.921ms         0.00%       6.921ms       1.613us          4290  
void larft_T_64_batch<float>(int, float*, int, float...         0.00%       0.000us         0.00%       0.000us       0.000us       6.897ms         0.00%       6.897ms      17.243us           400  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       6.841ms         0.00%       6.841ms       2.271us          3012  
                                            aten::rsqrt         0.01%      19.375ms         0.01%      32.783ms       7.642us       6.757ms         0.00%       6.757ms       1.575us          4290  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       6.757ms         0.00%       6.757ms       1.575us          4290  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us       6.263ms         0.00%       6.263ms       4.349us          1440  
                                            aten::triu_         0.00%       7.670ms         0.01%      13.197ms       9.164us       6.156ms         0.00%       6.156ms       4.275us          1440  
void at::native::triu_tril_kernel<float, int, true, ...         0.00%       0.000us         0.00%       0.000us       0.000us       6.156ms         0.00%       6.156ms       4.275us          1440  
                         Memcpy DtoD (Device -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us       5.675ms         0.00%       5.675ms       2.318us          2448  
void larft_T_64<float>(int, float*, int, float const...         0.00%       0.000us         0.00%       0.000us       0.000us       5.395ms         0.00%       5.395ms      16.859us           320  
                                 ampere_sgemm_32x128_nn         0.00%       0.000us         0.00%       0.000us       0.000us       5.219ms         0.00%       5.219ms       6.523us           800  
void cublasLt::splitKreduce_kernel<32, 16, int, floa...         0.00%       0.000us         0.00%       0.000us       0.000us       5.052ms         0.00%       5.052ms       3.158us          1600  
void offA_stage1<float, float, 5, 3>(long, long, flo...         0.00%       0.000us         0.00%       0.000us       0.000us       3.893ms         0.00%       3.893ms       3.552us          1096  
void transpose_readWrite_alignment_kernel<float, flo...         0.00%       0.000us         0.00%       0.000us       0.000us       3.792ms         0.00%       3.792ms       5.267us           720  
                        ampere_sgemm_32x32_sliced1x4_tn         0.00%       0.000us         0.00%       0.000us       0.000us       3.506ms         0.00%       3.506ms       7.304us           480  
void gemmSN_NN_kernel<float, 256, 4, 2, 8, 4, 4, fal...         0.00%       0.000us         0.00%       0.000us       0.000us       3.425ms         0.00%       3.425ms       5.352us           640  
void setup_vhat_l_kernel<float, 16>(long, long, floa...         0.00%       0.000us         0.00%       0.000us       0.000us       3.185ms         0.00%       3.185ms       5.687us           560  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       2.834ms         0.00%       2.834ms       1.968us          1440  
                                              aten::all         0.00%      10.886ms         0.01%      32.074ms      21.297us     632.708us         0.00%       2.821ms       1.873us          1506  
void cutlass::Kernel2<cutlass_80_simt_sgemm_64x64_8x...         0.00%       0.000us         0.00%       0.000us       0.000us       2.810ms         0.00%       2.810ms      35.129us            80  
                                             aten::item         0.00%       2.421ms        91.99%      235.326s     129.442ms       0.000us         0.00%       2.790ms       1.535us          1818  
                              aten::_local_scalar_dense         0.00%       8.626ms        91.99%      235.324s     129.441ms       2.790ms         0.00%       2.790ms       1.535us          1818  
                         Memcpy DtoH (Device -> Pinned)         0.00%       0.000us         0.00%       0.000us       0.000us       2.790ms         0.00%       2.790ms       1.535us          1818  
                                           svd_v5/total         0.00%       0.000us         0.00%       0.000us       0.000us       2.612ms         0.00%       2.612ms      16.325us           160  
                                               aten::eq         0.01%      14.417ms         0.01%      21.152ms      12.341us       2.518ms         0.00%       2.518ms       1.469us          1714  
                                       aten::is_nonzero         0.00%       2.012ms        91.99%      235.326s     141.934ms       0.000us         0.00%       2.516ms       1.517us          1658  
void syevj_parallel_order_set_kernel<512>(long, int*...         0.00%       0.000us         0.00%       0.000us       0.000us       2.479ms         0.00%       2.479ms       7.745us           320  
                                       aten::clamp_min_         0.00%       8.790ms         0.01%      14.315ms       9.941us       2.400ms         0.00%       2.400ms       1.667us          1440  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       2.400ms         0.00%       2.400ms       1.667us          1440  
void pegasus_sortI32_by_oneCTA<512, false>(int, int,...         0.00%       0.000us         0.00%       0.000us       0.000us       2.377ms         0.00%       2.377ms      14.857us           160  
                       Memcpy DtoH (Device -> Pageable)         0.00%       0.000us         0.00%       0.000us       0.000us       2.183ms         0.00%       2.183ms       1.376us          1586  
                                           aten::argmax         0.00%     844.209us         0.00%       1.194ms      18.091us       2.175ms         0.00%       2.175ms      32.950us            66  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us       2.175ms         0.00%       2.175ms      32.950us            66  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       2.028ms         0.00%       2.028ms       1.408us          1440  
                            potrf_alg2_reset_info(int*)         0.00%       0.000us         0.00%       0.000us       0.000us       1.999ms         0.00%       1.999ms       1.388us          1440  
            void offA_stage2<float, 5, 3>(long, float*)         0.00%       0.000us         0.00%       0.000us       0.000us       1.835ms         0.00%       1.835ms       1.675us          1096  
void batch_eye_kernel<float, 5, 3>(long, long, float...         0.00%       0.000us         0.00%       0.000us       0.000us       1.790ms         0.00%       1.790ms       3.730us           480  
                                            aten::randn         0.00%     878.542us         0.00%       4.525ms      28.281us       0.000us         0.00%       1.789ms      11.180us           160  
                                          aten::normal_         0.00%       1.894ms         0.00%       3.031ms      18.943us       1.789ms         0.00%       1.789ms      11.180us           160  
void at::native::(anonymous namespace)::distribution...         0.00%       0.000us         0.00%       0.000us       0.000us       1.789ms         0.00%       1.789ms      11.180us           160  
                    potrf_alg2_set_info(int, int, int*)         0.00%       0.000us         0.00%       0.000us       0.000us       1.760ms         0.00%       1.760ms       1.222us          1440  
void geam_kernel<int, float, false, true, false, tru...         0.00%       0.000us         0.00%       0.000us       0.000us       1.627ms         0.00%       1.627ms       2.906us           560  
                                            aten::fill_         0.00%       3.652ms         0.00%      10.289ms      13.293us       1.348ms         0.00%       1.441ms       1.862us           774  
