-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
void cutlass::Kernel2<cutlass_75_tensorop_bf16_s1688...         0.00%       0.000us         0.00%       0.000us       0.000us     121.542ms         0.00%     121.542ms     208.120us           584  
void trmm_right_kernel_core<int, float, 512, 5, 128,...         0.00%       0.000us         0.00%       0.000us       0.000us     100.668ms         0.00%     100.668ms      26.216us          3840  
void trmm_right_kernel_core<int, float, 512, 5, 128,...         0.00%       0.000us         0.00%       0.000us       0.000us     100.483ms         0.00%     100.483ms      26.168us          3840  
void trmm_right_kernel_core<int, float, 512, 5, 128,...         0.00%       0.000us         0.00%       0.000us       0.000us      94.340ms         0.00%      94.340ms      24.568us          3840  
                                 ampere_sgemm_128x32_nt         0.00%       0.000us         0.00%       0.000us       0.000us      81.071ms         0.00%      81.071ms      26.390us          3072  
void cublasLt::splitKreduce_kernel<32, 16, int, floa...         0.00%       0.000us         0.00%       0.000us       0.000us      70.510ms         0.00%      70.510ms       3.672us         19200  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      65.571ms         0.00%      65.571ms       2.065us         31756  
                                           aten::argmax         0.00%      33.112ms         0.00%      49.246ms      24.550us      63.857ms         0.00%      64.003ms      31.906us          2006  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us      63.857ms         0.00%      63.857ms      31.833us          2006  
void larft_T_64_batch<float>(int, float*, int, float...         0.00%       0.000us         0.00%       0.000us       0.000us      63.261ms         0.00%      63.261ms      16.474us          3840  
                                 ampere_sgemm_32x128_nn         0.00%       0.000us         0.00%       0.000us       0.000us      60.006ms         0.00%      60.006ms       7.103us          8448  
                                            aten::triu_         0.00%      83.492ms         0.01%     148.051ms      10.636us      59.095ms         0.00%      59.117ms       4.247us         13920  
void at::native::triu_tril_kernel<float, int, true, ...         0.00%       0.000us         0.00%       0.000us       0.000us      59.095ms         0.00%      59.095ms       4.245us         13920  
                         Memcpy DtoD (Device -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us      58.093ms         0.00%      58.093ms       2.096us         27714  
void gemmcn_skinny_kernel<float, 2, 4>(int, int, int...         0.00%       0.000us         0.00%       0.000us       0.000us      57.226ms         0.00%      57.226ms      37.256us          1536  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us      54.430ms         0.00%      54.430ms       3.937us         13824  
                              aten::_local_scalar_dense         0.00%     126.433ms        87.64%     2390.360s     110.328ms      32.865ms         0.00%      32.867ms       1.517us         21666  
                         Memcpy DtoH (Device -> Pinned)         0.00%       0.000us         0.00%       0.000us       0.000us      32.865ms         0.00%      32.865ms       1.517us         21666  
void offA_stage1<float, float, 5, 3>(long, long, flo...         0.00%       0.000us         0.00%       0.000us       0.000us      32.596ms         0.00%      32.596ms       3.357us          9711  
                                               aten::eq         0.01%     219.107ms         0.01%     324.446ms      14.721us      32.567ms         0.00%      32.579ms       1.478us         22040  
void transpose_readWrite_alignment_kernel<float, flo...         0.00%       0.000us         0.00%       0.000us       0.000us      30.992ms         0.00%      30.992ms       5.765us          5376  
void setup_vhat_l_kernel<float, 16>(long, long, floa...         0.00%       0.000us         0.00%       0.000us       0.000us      30.375ms         0.00%      30.375ms       7.910us          3840  
                                  cudaDeviceSynchronize         0.06%        1.720s         0.06%        1.720s       1.119ms      27.543ms         0.00%      27.543ms      17.920us          1537  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      26.252ms         0.00%      26.252ms       1.886us         13920  
void cutlass::Kernel2<cutlass_80_simt_sgemm_64x64_8x...         0.00%       0.000us         0.00%       0.000us       0.000us      24.686ms         0.00%      24.686ms      32.143us           768  
void larft_T_64<float>(int, float*, int, float const...         0.00%       0.000us         0.00%       0.000us       0.000us      24.370ms         0.00%      24.370ms      15.866us          1536  
                                       aten::clamp_min_         0.00%      93.354ms         0.01%     165.768ms      11.991us      22.148ms         0.00%      22.154ms       1.603us         13824  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      22.148ms         0.00%      22.148ms       1.602us         13824  
