-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                 ampere_sgemm_128x32_tn         0.00%       0.000us         0.00%       0.000us       0.000us     314.701ms         0.01%     314.701ms       4.553us         69120  
void pytorch_flash::flash_fwd_splitkv_combine_kernel...         0.00%       0.000us         0.00%       0.000us       0.000us     307.073ms         0.01%     307.073ms       5.091us         60320  
                                     aten::index_select         0.00%      27.367ms         0.00%      57.960ms      29.258us     257.681ms         0.01%     260.137ms     131.316us          1981  
void at::native::(anonymous namespace)::indexSelectL...         0.00%       0.000us         0.00%       0.000us       0.000us     252.429ms         0.01%     252.429ms       2.629ms            96  
void larft_T_64<float>(int, float*, int, float const...         0.00%       0.000us         0.00%       0.000us       0.000us     229.242ms         0.01%     229.242ms      14.925us         15360  
                                            aten::rsqrt         0.03%     787.476ms         0.04%        1.258s       9.772us     195.126ms         0.01%     195.149ms       1.516us        128765  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     195.126ms         0.01%     195.126ms       1.515us        128765  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     193.856ms         0.01%     193.856ms       1.506us        128765  
void gemmSN_TN_kernel<float, 128, 16, 2, 4, 4, 4, tr...         0.00%       0.000us         0.00%       0.000us       0.000us     183.331ms         0.01%     183.331ms      14.919us         12288  
void larfb_restore_v1_R_kernel<float, 16>(long, floa...         0.00%       0.000us         0.00%       0.000us       0.000us     158.966ms         0.01%     158.966ms       1.882us         84480  
void larfb_set_v1_R_kernel<float, 16>(long, float*, ...         0.00%       0.000us         0.00%       0.000us       0.000us     152.723ms         0.01%     152.723ms       1.808us         84480  
void gemmSN_NN_kernel<float, 256, 4, 2, 8, 4, 4, fal...         0.00%       0.000us         0.00%       0.000us       0.000us     122.475ms         0.00%     122.475ms       3.067us         39936  
                                 ampere_sgemm_128x32_nt         0.00%       0.000us         0.00%       0.000us       0.000us     101.579ms         0.00%     101.579ms      22.044us          4608  
void trmm_right_kernel_core<int, float, 512, 5, 128,...         0.00%       0.000us         0.00%       0.000us       0.000us     101.204ms         0.00%     101.204ms      18.825us          5376  
void trmm_right_kernel_core<int, float, 512, 5, 128,...         0.00%       0.000us         0.00%       0.000us       0.000us     100.791ms         0.00%     100.791ms      18.748us          5376  
                                             aten::triu         0.00%      80.254ms         0.01%     156.314ms      11.307us      96.948ms         0.00%      96.971ms       7.015us         13824  
void at::native::triu_tril_kernel<float, int, true, ...         0.00%       0.000us         0.00%       0.000us       0.000us      96.948ms         0.00%      96.948ms       7.013us         13824  
void trmm_right_kernel_core<int, float, 512, 5, 128,...         0.00%       0.000us         0.00%       0.000us       0.000us      96.070ms         0.00%      96.070ms      17.870us          5376  
                                 ampere_sgemm_128x64_tn         0.00%       0.000us         0.00%       0.000us       0.000us      78.162ms         0.00%      78.162ms      33.925us          2304  
                                           aten::argmax         0.00%      30.408ms         0.00%      46.115ms      23.279us      65.452ms         0.00%      65.560ms      33.094us          1981  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us      65.452ms         0.00%      65.452ms      33.040us          1981  
                                            aten::fill_         0.01%     162.799ms         0.11%        3.231s      79.845us      59.474ms         0.00%      64.439ms       1.592us         40468  
                            copy_info_kernel(int, int*)         0.00%       0.000us         0.00%       0.000us       0.000us      58.129ms         0.00%      58.129ms       1.221us         47616  
                                  cudaDeviceSynchronize         0.06%        1.721s         0.06%        1.721s       1.119ms      58.065ms         0.00%      58.065ms      37.778us          1537  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      42.664ms         0.00%      42.664ms       1.462us         29184  
void gemmSN_NN_kernel<float, 128, 2, 4, 8, 4, 4, fal...         0.00%       0.000us         0.00%       0.000us       0.000us      41.011ms         0.00%      41.011ms       5.340us          7680  
                         Memcpy DtoD (Device -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us      37.649ms         0.00%      37.649ms       2.744us         13719  
void transpose_readWrite_alignment_kernel<float, flo...         0.00%       0.000us         0.00%       0.000us       0.000us      34.568ms         0.00%      34.568ms       5.001us          6912  
void offA_stage1<float, float, 5, 3>(long, long, flo...         0.00%       0.000us         0.00%       0.000us       0.000us      30.501ms         0.00%      30.501ms       3.138us          9719  
void setup_vhat_l_kernel<float, 16>(long, long, floa...         0.00%       0.000us         0.00%       0.000us       0.000us      29.779ms         0.00%      29.779ms       5.539us          5376  
void cutlass::Kernel2<cutlass_80_simt_sgemm_64x64_8x...         0.00%       0.000us         0.00%       0.000us       0.000us      25.185ms         0.00%      25.185ms      32.793us           768  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      24.035ms         0.00%      24.035ms       6.066us          3962  
void syevj_parallel_order_set_kernel<512>(long, int*...         0.00%       0.000us         0.00%       0.000us       0.000us      20.886ms         0.00%      20.886ms       6.799us          3072  
void pegasus_sortI32_by_oneCTA<512, false>(int, int,...         0.00%       0.000us         0.00%       0.000us       0.000us      20.212ms         0.00%      20.212ms      13.159us          1536  
                       Memcpy DtoH (Device -> Pageable)         0.00%       0.000us         0.00%       0.000us       0.000us      19.703ms         0.00%      19.703ms       1.366us         14423  
                                              aten::all         0.00%      28.993ms         0.00%      39.609ms      19.994us      19.232ms         0.00%      19.241ms       9.713us          1981  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us      19.232ms         0.00%      19.232ms       9.708us          1981  
                                          aten::normal_         0.00%      22.872ms         0.05%        1.608s       1.047ms      16.116ms         0.00%      16.146ms      10.512us          1536  
void at::native::(anonymous namespace)::distribution...         0.00%       0.000us         0.00%       0.000us       0.000us      16.116ms         0.00%      16.116ms      10.492us          1536  
            void offA_stage2<float, 5, 3>(long, float*)         0.00%       0.000us         0.00%       0.000us       0.000us      14.384ms         0.00%      14.384ms       1.480us          9719  
void geam_kernel<int, float, false, true, false, tru...         0.00%       0.000us         0.00%       0.000us       0.000us      14.159ms         0.00%      14.159ms       2.634us          5376  
                                               aten::eq         0.00%      79.235ms         0.00%     122.792ms      15.311us      14.063ms         0.00%      14.073ms       1.755us          8020  
                                              aten::sin         0.00%      16.584ms         0.00%      26.070ms      13.160us      13.047ms         0.00%      13.346ms       6.737us          1981  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      13.047ms         0.00%      13.047ms       6.586us          1981  
                                              aten::cos         0.00%      18.893ms         0.00%      29.398ms      14.840us      13.016ms         0.00%      13.315ms       6.721us          1981  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      13.016ms         0.00%      13.016ms       6.571us          1981  
void at::native::(anonymous namespace)::CatArrayBatc...         0.00%       0.000us         0.00%       0.000us       0.000us      12.490ms         0.00%      12.490ms       3.153us          3962  
                                           aten::cumsum         0.00%      51.384ms         0.01%     203.638ms      98.044us      11.448ms         0.00%      11.488ms       5.531us          2077  
                              aten::_local_scalar_dense         0.00%      45.717ms         9.16%      274.787s      35.822ms      11.012ms         0.00%      11.013ms       1.436us          7671  
                         Memcpy DtoH (Device -> Pinned)         0.00%       0.000us         0.00%       0.000us       0.000us      11.012ms         0.00%      11.012ms       1.435us          7671  
void colperm_kernel<float, float, 5, 4>(long, long, ...         0.00%       0.000us         0.00%       0.000us       0.000us      10.318ms         0.00%      10.318ms       3.359us          3072  
void at::native::(anonymous namespace)::CatArrayBatc...         0.00%       0.000us         0.00%       0.000us       0.000us      10.087ms         0.00%      10.087ms     105.068us            96  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       9.850ms         0.00%       9.850ms       1.657us          5943  
void at_cuda_detail::cub::DeviceScanKernel<at_cuda_d...         0.00%       0.000us         0.00%       0.000us       0.000us       9.019ms         0.00%       9.019ms       4.342us          2077  
                                              aten::any         0.00%      57.755ms         0.00%     144.388ms      37.947us       6.984ms         0.00%      12.780ms       3.359us          3805  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us       6.984ms         0.00%       6.984ms       3.078us          2269  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       6.794ms         0.00%       6.794ms       1.125us          6039  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       6.693ms         0.00%       6.693ms       1.670us          4007  
                                              aten::sub         0.00%      39.295ms         0.00%      67.255ms      16.573us       6.475ms         0.00%       6.483ms       1.598us          4058  
                                              aten::max         0.00%      28.021ms         0.00%      58.150ms      29.354us       5.992ms         0.00%       6.000ms       3.029us          1981  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us       5.992ms         0.00%       5.992ms       3.025us          1981  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       5.959ms         0.00%       5.959ms       1.504us          3962  
void batch_FnrmA_stage1<float, float, 8>(long, long,...         0.00%       0.000us         0.00%       0.000us       0.000us       5.879ms         0.00%       5.879ms       3.828us          1536  
                                            aten::index         0.00%      35.428ms         0.00%      63.410ms      33.639us       5.827ms         0.00%       5.835ms       3.095us          1885  
void at::native::index_elementwise_kernel<128, 4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       5.827ms         0.00%       5.827ms       3.091us          1885  
                                       aten::bitwise_or         0.00%      34.999ms         0.00%      61.060ms      15.411us       5.518ms         0.00%       5.522ms       1.394us          3962  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       5.518ms         0.00%       5.518ms       1.393us          3962  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us       5.252ms         0.00%       5.252ms       2.786us          1885  
void at::native::(anonymous namespace)::CatArrayBatc...         0.00%       0.000us         0.00%       0.000us       0.000us       4.441ms         0.00%       4.441ms       2.356us          1885  
                                      aten::bitwise_and         0.00%      16.670ms         0.00%      26.003ms      13.126us       4.437ms         0.00%       4.439ms       2.241us          1981  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us       4.437ms         0.00%       4.437ms       2.240us          1981  
                       Memcpy HtoD (Pageable -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us       4.350ms         0.00%       4.350ms       9.062us           480  
void reset_lowerA_kernel<float, 256>(long, float con...         0.00%       0.000us         0.00%       0.000us       0.000us       4.299ms         0.00%       4.299ms       2.799us          1536  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us       4.214ms         0.00%       4.214ms       2.029us          2077  
                                     aten::masked_fill_         0.00%      18.198ms         0.00%      77.991ms      39.370us       4.006ms         0.00%       4.012ms       2.025us          1981  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       4.006ms         0.00%       4.006ms       2.022us          1981  
void batch_FnrmA_stage2<float, 8>(long, float*, long...         0.00%       0.000us         0.00%       0.000us       0.000us       3.912ms         0.00%       3.912ms       2.547us          1536  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       3.702ms         0.00%       3.702ms       1.703us          2173  
void gemmk1_kernel<int, float, 256, 5, true, false, ...         0.00%       0.000us         0.00%       0.000us       0.000us       3.373ms         0.00%       3.373ms       1.789us          1885  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       3.325ms         0.00%       3.325ms       1.641us          2026  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us       3.265ms         0.00%       3.265ms       2.126us          1536  
                                               aten::ge         0.00%      26.286ms         0.00%      39.654ms      20.017us       3.251ms         0.00%       3.254ms       1.643us          1981  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us       3.192ms         0.00%       3.192ms       2.078us          1536  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       3.122ms         0.00%       3.122ms       1.576us          1981  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       3.048ms         0.00%       3.048ms       1.985us          1536  
void pegasus_sortsign_by_key_local_core<float, 256, ...         0.00%       0.000us         0.00%       0.000us       0.000us       2.960ms         0.00%       2.960ms       1.927us          1536  
void lascl_kernel<float, float, 8>(long, long, float...         0.00%       0.000us         0.00%       0.000us       0.000us       2.885ms         0.00%       2.885ms       1.878us          1536  
                                      aten::bitwise_not         0.00%      17.032ms         0.00%      25.187ms      12.714us       2.816ms         0.00%       2.817ms       1.422us          1981  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       2.816ms         0.00%       2.816ms       1.421us          1981  
                                             aten::sqrt         0.00%      22.357ms         0.00%      32.461ms      21.133us       2.763ms         0.00%       2.765ms       1.800us          1536  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       2.763ms         0.00%       2.763ms       1.799us          1536  
void pegasusIinclusive_scan_domino_v1_core<256, 4>(i...         0.00%       0.000us         0.00%       0.000us       0.000us       2.763ms         0.00%       2.763ms       1.799us          1536  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       2.740ms         0.00%       2.740ms       1.383us          1981  
void svd_col_scale_kernel<float, 256>(long, long, fl...         0.00%       0.000us         0.00%       0.000us       0.000us       2.700ms         0.00%       2.700ms       1.757us          1536  
void pegasusIinclusive_localscan_core<256, 4>(int, i...         0.00%       0.000us         0.00%       0.000us       0.000us       2.438ms         0.00%       2.438ms       1.587us          1536  
void at_cuda_detail::cub::DeviceScanInitKernel<at_cu...         0.00%       0.000us         0.00%       0.000us       0.000us       2.429ms         0.00%       2.429ms       1.169us          2077  
void pegasus_sortsign_by_key_merge_core<float, 256, ...         0.00%       0.000us         0.00%       0.000us       0.000us       2.335ms         0.00%       2.335ms       1.520us          1536  
void gesvdj_diagonal_kernel<float, float, 256>(long,...         0.00%       0.000us         0.00%       0.000us       0.000us       2.086ms         0.00%       2.086ms       1.358us          1536  
void scal_kernel_val<float, float>(cublasScalParamsV...         0.00%       0.000us         0.00%       0.000us       0.000us       2.080ms         0.00%       2.080ms       1.354us          1536  
void pegasusIinclusive_scan_merge_core<256, 4>(int, ...         0.00%       0.000us         0.00%       0.000us       0.000us       1.900ms         0.00%       1.900ms       1.237us          1536  
                void pegasus_set_identy<128>(int, int*)         0.00%       0.000us         0.00%       0.000us       0.000us       1.602ms         0.00%       1.602ms       1.043us          1536  
                                               aten::lt         0.00%       1.332ms         0.00%       6.785ms      70.682us     157.726us         0.00%     162.526us       1.693us            96  
void at::native::vectorized_elementwise_kernel<2, at...         0.00%       0.000us         0.00%       0.000us       0.000us      50.466us         0.00%      50.466us       1.802us            28  
void at::native::vectorized_elementwise_kernel<2, at...         0.00%       0.000us         0.00%       0.000us       0.000us      46.752us         0.00%      46.752us       1.670us            28  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us      43.072us         0.00%      43.072us       1.873us            23  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us      37.602us         0.00%      37.602us       1.635us            23  
                                              eval_loop         3.56%      106.931s       100.00%     3000.637s     3000.637s       0.000us         0.00%     5874.652s     5874.652s             1  
                                               aten::to         0.01%     370.815ms         0.39%       11.688s      24.537us       0.000us         0.00%       40.740s      85.527us        476342  
