-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816...         0.00%       0.000us         0.00%       0.000us       0.000us        1.247s         0.05%        1.247s       1.624ms           768  
void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816...         0.00%       0.000us         0.00%       0.000us       0.000us     928.956ms         0.04%     928.956ms       1.210ms           768  
                                           Buffer Flush         0.00%     117.090ms         0.00%     128.859ms      88.869us     801.830ms         0.03%     806.489ms     556.199us          1450  
void potrf_alg2_upper_trsm<float, 5, 3>(int, int, fl...         0.00%       0.000us         0.00%       0.000us       0.000us     724.409ms         0.03%     724.409ms       5.822us        124416  
                                  stage:back_projection         0.00%       0.000us         0.00%       0.000us       0.000us     532.635ms         0.02%     532.635ms     346.768us          1536  
void potrf_alg2_syrk_kernel<float, true, false, 5, 5...         0.00%       0.000us         0.00%       0.000us       0.000us     445.102ms         0.02%     445.102ms       3.578us        124416  
void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816...         0.00%       0.000us         0.00%       0.000us       0.000us     428.391ms         0.02%     428.391ms       1.339ms           320  
void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816...         0.00%       0.000us         0.00%       0.000us       0.000us     415.751ms         0.02%     415.751ms       1.444ms           288  
void pytorch_flash::flash_fwd_splitkv_combine_kernel...         0.00%       0.000us         0.00%       0.000us       0.000us     297.161ms         0.01%     297.161ms       4.985us         59616  
                                     aten::index_select         0.00%      24.896ms         0.00%      49.878ms      25.461us     252.434ms         0.01%     254.887ms     130.111us          1959  
void at::native::(anonymous namespace)::indexSelectL...         0.00%       0.000us         0.00%       0.000us       0.000us     247.299ms         0.01%     247.299ms       2.576ms            96  
                                        Memset (Device)         0.00%       0.000us         0.00%       0.000us       0.000us     228.003ms         0.01%     228.003ms       1.121us        203424  
                        ampere_sgemm_64x32_sliced1x4_tn         0.00%       0.000us         0.00%       0.000us       0.000us     215.877ms         0.01%     215.877ms      23.424us          9216  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     214.806ms         0.01%     214.806ms      69.924us          3072  
                                            aten::rsqrt         0.02%     623.560ms         0.04%        1.012s       7.951us     189.261ms         0.01%     189.297ms       1.487us        127335  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     189.261ms         0.01%     189.261ms       1.486us        127335  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     186.091ms         0.01%     186.091ms       1.461us        127335  
void cutlass::Kernel2<cutlass_80_simt_sgemm_128x32_8...         0.00%       0.000us         0.00%       0.000us       0.000us     133.756ms         0.01%     133.756ms       8.708us         15360  
void trmm_right_kernel_core<int, float, 512, 5, 128,...         0.00%       0.000us         0.00%       0.000us       0.000us     102.375ms         0.00%     102.375ms      26.660us          3840  
void trmm_right_kernel_core<int, float, 512, 5, 128,...         0.00%       0.000us         0.00%       0.000us       0.000us     102.141ms         0.00%     102.141ms      26.599us          3840  
void trmm_right_kernel_core<int, float, 512, 5, 128,...         0.00%       0.000us         0.00%       0.000us       0.000us      96.122ms         0.00%      96.122ms      25.032us          3840  
                                 ampere_sgemm_128x32_nt         0.00%       0.000us         0.00%       0.000us       0.000us      82.507ms         0.00%      82.507ms      26.858us          3072  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us      75.843ms         0.00%      75.843ms       5.486us         13824  
void cublasLt::splitKreduce_kernel<32, 16, int, floa...         0.00%       0.000us         0.00%       0.000us       0.000us      71.366ms         0.00%      71.366ms       3.717us         19200  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      65.643ms         0.00%      65.643ms       2.080us         31566  
void larft_T_64_batch<float>(int, float*, int, float...         0.00%       0.000us         0.00%       0.000us       0.000us      64.427ms         0.00%      64.427ms      16.778us          3840  
                                           aten::argmax         0.00%      26.004ms         0.00%      39.721ms      20.276us      63.721ms         0.00%      63.825ms      32.580us          1959  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us      63.721ms         0.00%      63.721ms      32.527us          1959  
                                 ampere_sgemm_32x128_nn         0.00%       0.000us         0.00%       0.000us       0.000us      60.975ms         0.00%      60.975ms       7.218us          8448  
                                            aten::triu_         0.00%      67.729ms         0.00%     123.619ms       8.942us      59.415ms         0.00%      59.437ms       4.300us         13824  
void at::native::triu_tril_kernel<float, int, true, ...         0.00%       0.000us         0.00%       0.000us       0.000us      59.415ms         0.00%      59.415ms       4.298us         13824  
void gemmcn_skinny_kernel<float, 2, 4>(int, int, int...         0.00%       0.000us         0.00%       0.000us       0.000us      58.658ms         0.00%      58.658ms      38.189us          1536  
                         Memcpy DtoD (Device -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us      58.160ms         0.00%      58.160ms       2.117us         27477  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us      54.996ms         0.00%      54.996ms       3.978us         13824  
                                               cudaFree         0.06%        1.586s         0.06%        1.586s     301.547us      48.715ms         0.00%      48.715ms       9.263us          5259  
void offA_stage1<float, float, 5, 3>(long, long, flo...         0.00%       0.000us         0.00%       0.000us       0.000us      33.123ms         0.00%      33.123ms       3.411us          9710  
                                               aten::eq         0.01%     192.347ms         0.01%     294.627ms      13.542us      32.438ms         0.00%      32.452ms       1.492us         21756  
void transpose_readWrite_alignment_kernel<float, flo...         0.00%       0.000us         0.00%       0.000us       0.000us      31.132ms         0.00%      31.132ms       5.791us          5376  
                              aten::_local_scalar_dense         0.00%     104.841ms        88.69%     2414.839s     112.690ms      31.019ms         0.00%      31.022ms       1.448us         21429  
                         Memcpy DtoH (Device -> Pinned)         0.00%       0.000us         0.00%       0.000us       0.000us      31.019ms         0.00%      31.019ms       1.448us         21429  
void setup_vhat_l_kernel<float, 16>(long, long, floa...         0.00%       0.000us         0.00%       0.000us       0.000us      30.325ms         0.00%      30.325ms       7.897us          3840  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      26.471ms         0.00%      26.471ms       1.915us         13824  
void cutlass::Kernel2<cutlass_80_simt_sgemm_64x64_8x...         0.00%       0.000us         0.00%       0.000us       0.000us      25.052ms         0.00%      25.052ms      32.619us           768  
void larft_T_64<float>(int, float*, int, float const...         0.00%       0.000us         0.00%       0.000us       0.000us      24.998ms         0.00%      24.998ms      16.275us          1536  
                                  cudaDeviceSynchronize         0.12%        3.142s         0.12%        3.142s       2.044ms      22.721ms         0.00%      22.721ms      14.783us          1537  
void syevj_parallel_order_set_kernel<512>(long, int*...         0.00%       0.000us         0.00%       0.000us       0.000us      22.322ms         0.00%      22.322ms       7.266us          3072  
                                       aten::clamp_min_         0.00%      81.004ms         0.01%     144.442ms      10.449us      22.088ms         0.00%      22.092ms       1.598us         13824  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      22.088ms         0.00%      22.088ms       1.598us         13824  
void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816...         0.00%       0.000us         0.00%       0.000us       0.000us      21.133ms         0.00%      21.133ms     146.758us           144  
                       Memcpy DtoH (Device -> Pageable)         0.00%       0.000us         0.00%       0.000us       0.000us      19.576ms         0.00%      19.576ms       1.358us         14414  
                                            aten::fill_         0.00%      58.202ms         0.01%     192.537ms      15.122us      19.260ms         0.00%      21.890ms       1.719us         12732  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      18.767ms         0.00%      18.767ms       1.358us         13824  
                                              aten::all         0.00%     122.801ms         0.01%     320.616ms      20.314us      18.638ms         0.00%      38.937ms       2.467us         15783  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us      18.638ms         0.00%      18.638ms       9.514us          1959  
                            potrf_alg2_reset_info(int*)         0.00%       0.000us         0.00%       0.000us       0.000us      18.516ms         0.00%      18.516ms       1.339us         13824  
                                          aten::normal_         0.00%      20.827ms         0.06%        1.579s       1.028ms      16.784ms         0.00%      16.815ms      10.947us          1536  
void at::native::(anonymous namespace)::distribution...         0.00%       0.000us         0.00%       0.000us       0.000us      16.784ms         0.00%      16.784ms      10.927us          1536  
void batch_eye_kernel<float, 5, 3>(long, long, float...         0.00%       0.000us         0.00%       0.000us       0.000us      16.479ms         0.00%      16.479ms       3.576us          4608  
                    potrf_alg2_set_info(int, int, int*)         0.00%       0.000us         0.00%       0.000us       0.000us      16.400ms         0.00%      16.400ms       1.186us         13824  
            void offA_stage2<float, 5, 3>(long, float*)         0.00%       0.000us         0.00%       0.000us       0.000us      15.830ms         0.00%      15.830ms       1.630us          9710  
                                              aten::sin         0.00%      16.253ms         0.00%      24.360ms      12.435us      12.940ms         0.00%      13.240ms       6.758us          1959  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      12.940ms         0.00%      12.940ms       6.606us          1959  
                                              aten::cos         0.00%      15.626ms         0.00%      24.555ms      12.535us      12.915ms         0.00%      13.213ms       6.745us          1959  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      12.915ms         0.00%      12.915ms       6.593us          1959  
void at::native::(anonymous namespace)::CatArrayBatc...         0.00%       0.000us         0.00%       0.000us       0.000us      12.228ms         0.00%      12.228ms       3.121us          3918  
void geam_kernel<int, float, false, true, false, tru...         0.00%       0.000us         0.00%       0.000us       0.000us      11.434ms         0.00%      11.434ms       2.977us          3840  
                                           aten::cumsum         0.00%      43.380ms         0.00%     129.866ms      63.195us      11.071ms         0.00%      11.112ms       5.407us          2055  
void pegasus_sortI32_by_oneCTA<512, false>(int, int,...         0.00%       0.000us         0.00%       0.000us       0.000us      10.993ms         0.00%      10.993ms      14.313us           768  
void colperm_kernel<float, float, 5, 4>(long, long, ...         0.00%       0.000us         0.00%       0.000us       0.000us      10.452ms         0.00%      10.452ms       3.402us          3072  
void at::native::(anonymous namespace)::CatArrayBatc...         0.00%       0.000us         0.00%       0.000us       0.000us      10.050ms         0.00%      10.050ms     104.690us            96  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       9.553ms         0.00%       9.553ms       1.626us          5877  
                            copy_info_kernel(int, int*)         0.00%       0.000us         0.00%       0.000us       0.000us       9.158ms         0.00%       9.158ms       1.491us          6144  
void pegasus_sortI32_by_oneCTA<256, false>(int, int,...         0.00%       0.000us         0.00%       0.000us       0.000us       9.057ms         0.00%       9.057ms      11.792us           768  
void at_cuda_detail::cub::DeviceScanKernel<at_cuda_d...         0.00%       0.000us         0.00%       0.000us       0.000us       8.718ms         0.00%       8.718ms       4.242us          2055  
ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_3...         0.00%       0.000us         0.00%       0.000us       0.000us       8.655ms         0.00%       8.655ms     216.363us            40  
                        ampere_sgemm_32x32_sliced1x4_tn         0.00%       0.000us         0.00%       0.000us       0.000us       7.516ms         0.00%       7.516ms       4.893us          1536  
                                              aten::any         0.00%      45.463ms         0.00%     112.284ms      29.681us       6.792ms         0.00%      13.093ms       3.461us          3783  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us       6.792ms         0.00%       6.792ms       3.022us          2247  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       6.577ms         0.00%       6.577ms       1.101us          5973  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       6.469ms         0.00%       6.469ms       1.632us          3963  
void batch_FnrmA_stage1<float, float, 8>(long, long,...         0.00%       0.000us         0.00%       0.000us       0.000us       6.328ms         0.00%       6.328ms       4.120us          1536  
                                              aten::sub         0.00%      38.263ms         0.00%      64.357ms      16.033us       6.295ms         0.00%       6.302ms       1.570us          4014  
